title,author,first_publish_year,edition_count,subject,subject_people,subject_places,subject_times,language,series,number_of_pages_median,publisher,publish_place,ratings_count,ratings_average
Dog Man,Dav Pilkey,1999.0,20,"Humorous stories, Police, Graphic novels, Cats, Dogs, Comic books, strips, Children's fiction, Dogs, fiction, Cats, fiction, Adventure and adventurers, fiction, Police, fiction, New York Times bestseller, Dog Man (Fictitious character) -- Comic books, strips, etc, Cats -- Comic books, strips, etc, Dogs -- Comic books, strips, etc, Police -- Comic books, strips, etc, Dog Man (Fictitious character) -- Juvenile fiction, Dogs -- Juvenile fiction, Cats -- Juvenile fiction, Police -- Juvenile fiction, Dogs -- Fiction, Cats -- Fiction, Police -- Fiction, JUVENILE FICTION -- Action & Adventure, JUVENILE FICTION -- Comics & Graphic Novels, JUVENILE FICTION -- Humorous Stories, Perros, Spanish language materials, Policiaca, Fiction, Gatos, Libros de caricaturas, tiras cómicas, Dog Man (Fictitious character) -- Comic books, strips, etc. -- Juvenile fiction, Dogs -- Juvenile fiction -- Comic books, strips, etc, Police -- Juvenile fiction -- Comic books, strips, etc, Cats -- Juvenile fiction -- Comic books, strips, etc, Criminals -- Juvenile fiction -- Comic books, strips, etc, Police -- Romans, nouvelles, etc. pour la jeunesse -- Bandes dessinées, Chiens -- Romans, nouvelles, etc. pour la jeunesse -- Bandes dessinées, Chats -- Romans, nouvelles, etc. pour la jeunesse -- Bandes dessinées, Criminels -- Romans, nouvelles, etc. pour la jeunesse -- Bandes dessinées, Criminals",,,,"cat, eng, pol, spa, fre",Dog Man #3,256.0,DOGHK,Michigan,89,4.584269662921348
The Unlikely Pilgrimage of Harold Fry,"Rachel Joyce, Yisi Qiao",2012.0,36,"Pilgrimage, Walking, Men, Fiction, Letters, Humorous fiction, Self-acceptance, Roman, Englisch, Married people, fiction, Fiction, humorous, general, England, fiction, Fiction, humorous, Large type books, New York Times reviewed, Middle-aged men, Redemption, Littérature anglaise, Pensionärer, Brev, Cancer, Döden, Personlig utveckling, Chang pian xiao shuo","Harold Fry, Maureen Fry, Queenie Hennessy, David Fry","Kingsbridge, Berwick-upon-Tweed, Bath, Exeter, England, Great Britain, ying guo",xian dai,"eng, ger, chi, ita, spa, fre, jpn",Harold Fry #1,344.0,Random House,"New York, USA",10,3.7
Sacred Stone,"Clive Cussler, Craig Dirgo",2004.0,33,"Ship captains, Mercenary troops in fiction, Terrorism in fiction, Open Library Staff Picks, Fiction, Meteorites, Ship captains in fiction, Terrorism, Mercenary troops, Meteorites in fiction, Prevention, Greenland in fiction, Relics, Large type books, Fiction, sea stories, Terrorism, fiction, Greenland, fiction, Fiction, suspense, Fiction, thrillers, suspense, Reliquias, Prevención, Novela de suspense, Ficción, Terrorismo",,Greenland,,"dut, ita, tur, fre, eng, ger, spa","Dossier Oregon, 2",480.0,Brilliance Audio on MP3-CD,New York,18,3.5
Elmer Gantry,"Sinclair Lewis, Anthony Heald",1927.0,92,"Fiction, Evangelists, Clergy, Protestant churches in fiction, Protestant churches, Evangelists in fiction, American fiction (fictional works by one author), Man-woman relationships, American fiction, Fiction, general, Fiction, religious, College students, Preaching, Hypocrisy, Protestant churches--Clergy, Evangelists--Fiction",,United States,,"fre, eng",Dell book -- S10,433.0,Grosset & Dunlap,New York,5,3.4
Where the heart is,"Billie Letts, Billie Letts",1995.0,27,"Fiction, Friendship, Love stories, Pregnant schoolgirls, Teenage girls, Teenage mothers, Teenage pregnancy, Oprah's book club, Pregnant teenagers, Bildungsromans, Teenagers, Large type books, New York Times reviewed, Fiction, general, Oklahoma, fiction",,Oklahoma,,eng,Oprah's Book Club (20),368.0,Sceptre,New York,5,4.2
Coma,Robin Cook,1977.0,16,"Fiction, mystery & detective, general",,,,"spa, eng",,326.0,Signet,,9,3.5555555555555554
John Dies at the End,David Wong,2007.0,8,"American Horror tales, Fiction, Science fiction, Quakers, Friends, Fiction, horror, Fiction, thrillers, Fiction, humorous, Fiction, science fiction, general, Friendship, fiction, Fiction, thrillers, general, Fiction, humorous, general",,,,"eng, spa",Insomnia; 6,480.0,Permuted Press,,27,3.6296296296296298
Novels (Screwtape Letters / Screwtape Proposes a Toast),C.S. Lewis,1955.0,31,"Christianity, Christianity, 20th century, Large type books",,,,"rum, eng",Macmillan paperbacks -- MP108,172.0,Collins,London,31,4.193548387096774
Blindsighted,Karin Slaughter,1975.0,24,"Fiction, mystery & detective, Thrillers, fiction, Police, fiction, Policewomen, fiction, Sex crimes, fiction, Women physicians, fiction, Serial murder investigation, fiction, Medical examiners (Law),  fiction, Police chiefs, Serial murderers, Georgia, fiction, Fiction, mystery & detective, police procedural, Fiction, crime, Femmes médecins, Romans, nouvelles, Policières, Crimes sexuels, Fiction, suspense, Police, Fiction, Policewomen, Sex crimes","Dr. Sara Linton, Police Chief JeffreyTolliver, Detective Lena Adams",Georgia,,"eng, ger",rororo 23230; Sara Linton #1,400.0,HarperAudio,,5,3.0
Test of the Twins,"Margaret Weis, Tracy Hickman",1986.0,37,"Fiction, Magic, Wizards, Gnomes, Twins, Time travel, Good and evil, Fiction, fantasy, general, Fantasy fiction, American Fantasy fiction, Dragonlance Saga, Dungeons & Dragons Novel, collection:DragonLance, Children's fiction, Time travel, fiction","Raistlin, Caramon, Tasslehoff","Istar, Krynn (Imaginary place)",,"fre, eng, spa, tur","Dragonlance Legends, v. 1",400.0,TSR,"Lake Geneva, WI",15,4.333333333333333
The City & The City,China Miéville,2009.0,19,"Murder, Investigation, Fiction, English fiction, Meurtre, Romans, nouvelles, Enquêtes, Roman anglais, Homicide, Fantasy, award:world_fantasy_award=2010, award:world_fantasy_award=novel, Crime, fiction, Fiction, science fiction, general, Fiction, mystery & detective, general, Fiction, fantasy, general, Science fiction, Hugo Award Winner, award:hugo_award=2010, award:hugo_award=novel",,,,"eng, ita, fre",,378.0,Subterranean,New York,38,3.8421052631578947
Exile,R. A. Salvatore,1990.0,19,"Fiction, Fantasy, Fiction, fantasy, general, Fiction, fantasy, epic, Comics & graphic novels, fantasy, general, Dungeons & Dragons Novel, collection:Forgotten Realms",Drizzt Do'Urden (Fictitious character),Forgotten Realms (Imaginary place),,"fre, tur, eng, spa, ger","Forgotten Realms: The Legend of Drizzt, Book II",320.0,Wizards of the Coast,,18,3.9444444444444446
"Heartstopper, Volume 1",Alice Oseman,2018.0,19,"Young adult fiction, comics & graphic novels, lgbt, Young adult fiction, comics & graphic novels, lgbtq+, High schools, Comic books, strips, Boys, Gays, Love in adolescence, Friendship, Mental illness, nyt:graphic-books-and-manga=2022-05-08, New York Times bestseller","Charlie Spring, Nick Nelson",,,"rus, eng, dut, spa, fre, srp, pol",Heartstopper,288.0,Alice Oseman,UK,173,4.335260115606936
The Priory of the Orange Tree,"Samantha Shannon, Jorge Rizzo",2018.0,8,"Assassins, Magic, Imaginary places, Courts and courtiers, Dragons, Fiction, Fantasy, Inheritance and succession, Kings, queens, rulers, General, Queens, Fiction, fantasy, epic, English literature, Fiction, fantasy, general, nyt:hardcover-fiction=2019-03-17, New York Times bestseller",,,,"spa, eng",,848.0,Bloomsbury Publishing Plc,,10,4.2
Fevre Dream,George R. R. Martin,1982.0,25,"Fiction, Science Fiction, Vampires, Fiction, science fiction, general, Zhang pian xiao shuo, Vampires, fiction, American Fantasy fiction",,Mei guo,Xiandai,"fre, eng, heb, chi",Fanṭasyah,380.0,Poseidon Press,New York,7,4.285714285714286
Inside Out & Back Again,Thanhha Lai,2011.0,19,"Verse novels, Vietnam War, North Vietnamese Army, Juvenile fiction, stories in verse, people & places, social themes, emigration & immigration, new experience, children's stories, historical juvenile fiction, Poetry, Songs, Verse, Realistic Fiction, fiction, history, novels in verse, historical fiction, refugees, prejudices, bullying, Juvenile Literature, Children's Literature, Juvenile audience, Emigration and immigration, Vietnamese Americans, Immigrants, New York Times bestseller, nyt:chapter_books=2012-01-28, Bullies, Reading Level-Grade 5, Reading Level-Grade 4, Reading Level-Grade 7, Reading Level-Grade 6, Reading Level-Grade 8, Newbery Honor, Immigration and emigration, Children's fiction, Stories in rhyme, Vietnamese americans, fiction, Emigration and immigration, fiction, Vietnam, fiction, Alabama, fiction, award:Newbery_award, lexile:800, lexile_range:801-900, age:min:9, age:max:12, grade:min:3, grade:max:7","Kim Hà, Pink Boy, Mrs. Washington, Asian Americans, Vietnamese Americans","United States, Alabama, Vietnam, Saigon","1971-1980, 1951-","eng, chi",Chang qing teng guo ji da jiang xiao shuo shu xi = -- Awarded novels,276.0,Harper,New York,50,3.86
Radigan,Louis L'Amour,1958.0,26,"Western, Fiction, Fiction, westerns, Large type books",,,,eng,,160.0,Bantam Books,,5,4.2
Pirate Latitudes,"Michael Crichton, John Bedford Lloyd",2009.0,35,"Fiction, Ship captains, Pirates in fiction, Pirates, Caribbean Area in fiction, Ship captains in fiction, Jamaica in fiction, Modern Naval history, Modern naval history in fiction, Literature, Suspense, Historical Fiction, Thriller, Seventeenth century, Suspense fiction, Treasure hunting, History, Pirates -- Caribbean Area -- Fiction, Piracy, Governors, Hijacking of ships, Pirates -- Fiction, Jamaica -- History -- 17th century -- Fiction, Caribbean Region -- History -- 17th century -- Fiction, Fiction, historical, Fiction, action & adventure, Jamaica, fiction, Caribbean area, fiction, Fiction, sea stories, Large type books, Cuentos de mar, Piratas, Cuentos de aventuras, Ficción, Capitanes de barcos, Gold, Theft, Galleons, nyt:hardcover-fiction=2009-12-13, New York Times bestseller, New York Times reviewed, Fiction, historical, general, Romans, nouvelles, Capitaines de navire, Piraterie maritime",,"Jamaica, Caribbean Area",17th century,"fre, chi, spa, ita, eng",Narratori moderni,340.0,Harper,New York,6,2.8333333333333335
Disclosure,Michael Crichton,1993.0,44,"Detective and mystery fiction, Fiction, Legal stories, Detective and mystery stories, Mystery fiction, mystery, Legal fiction, conspiracy, businessmen, deception, Computer industry, Sexual harassment, Malaysian government, postfeminism, antifeminism, outsourcing, gender roles, justice, virtual reality, mergers and acquisitions, Sexual harassment -- Fiction, Amerikaans, Sexual harassment of women, Fiction, mystery & detective, general, Fiction, legal, Sanders, tom (fictitious character), fiction, Large type books, Foreign language books, French fiction","Tom Sanders, Meredith Johnson, Bob Garvin, Phil Blackburn, Louise Fernandez, John Levin","United States, Seattle (Wash.), Seattle, Washington (State), Washington, Cupertino, California, Austin, Malaysia",,"fre, pol, eng, ger, chi, spa, jpn, ita",Pin wei xiao shuo -- 28,429.0,A.A. Knopf,"New York, USA",10,4.0
The Book of Lost Things,John Connolly,2006.0,7,"Fantasy fiction, Fairy Tales, Trols, Skönlitteratur, Bereavement in children, Barn och döden, Fiction, Large type books, Fiction, fantasy, general, Fiction, psychological","Snow White, Seven Dwarves",England,World War II,eng,,345.0,Atria Books,New York,6,4.0
The Bone People,Keri Hulme,1983.0,22,"Man Booker Prize Winner, Widowers, Maori (New Zealand people), Racially mixed people, Mute persons, Commitment (Psychology), award:man_booker_prize=1985, Fiction, Boys, Social isolation, Women painters, Shipwrecks, New Zealand fiction, New zealand, fiction, Women artists, fiction, Widowers, fiction, Fiction, psychological, Fiction, romance, contemporary, Pakiwaitara, Tāngata, Tikanga tuku iho, Noho-ā-iwi, Aronganui, New York Times reviewed, Fiction, romance, general, Artists",,New Zealand,,"ger, fre, eng",[Fischer-Taschenbücher] -- 11905 : Endlich lesen,464.0,Penguin,,6,4.166666666666667
My policeman,Bethan Roberts,2012.0,6,"Gay men, Fiction, Fiction, lgbtq+, gay, Gay men, fiction, Fiction, general, England, fiction, New York Times reviewed, English literature",,,,eng,,347.0,Penguin Random House,London,9,4.888888888888889
Big Nate Strikes Again,Lincoln Peirce,2010.0,19,"New York Times bestseller, nyt:series_books=2010-12-18, Humorous stories, Conduct of life, Middle schools, School sports, Juvenile fiction, Comic books, strips, Behavior, Schools, Fiction, Sports, Human behavior, Comics & Graphic Novels, Friendship, Social Themes, Children's fiction, Boys, fiction, Conduct of life, fiction, Schools, fiction, Behavior, fiction",,,,"spa, eng",,224.0,HarperCollins,United Kingdom,22,4.0
The Great Train Robbery,Michael Crichton,1975.0,41,"Historical Fiction, Train robberies, Train robberies in fiction, Fiction, Fiction in English, Robbers and outlaws, Criminals, History, Fiction in English, 1900- Texts, Crime, Fiction, suspense, Fiction, historical, London (england), fiction, Large type books, Outlaws, Fiction, historical, general",,,Victorian England,"fre, eng, ger, tha, spa, ita",Knaur -- 60291,317.0,Ballantine,New York,15,3.8
The miseducation of Cameron Post,Emily M. Danforth,2012.0,19,"Gays, Orphans, Lesbians, Fiction, Juvenile fiction, Teenage girls, Rural children, Sexual orientation programs, Coming of age, Sexual reorientation programs, Reading Level-Grade 11, Reading Level-Grade 12, LGBTQ young adult, Children's fiction, Youth, fiction, Montana, fiction, Homosexuality, fiction, LGBTQ conversion therapy, Orphans, fiction, Interpersonal relations, fiction, LGBTQ novels",,Montana,,"eng, por, rus, spa, hun, pol, ita, bul",,480.0,HarperCollins Publishers,New York,5,4.2
The Hungry Tide,Amitav Ghosh,2004.0,17,"Ecological disturbances, Tides, Fiction, Rural poor, Americans, Women scientists, Human ecology, Dolphins, India, fiction, Bangladesh, fiction, Women scientists, fiction, Fiction, psychological, Sundarbans (Bangladesh and India) - Fiction, Culture conflict - Fiction, Dolphins - Fiction, Perturbations écologiques, Écologie humaine, Pauvres en milieu rural, Dauphins, Marées, Ecology, Rural life, Poor, Fiction, general, Fiction, fantasy, general",,Sundarbans (Bangladesh and India),,"und, eng",,352.0,HarperCollins Publishers Limited,London,9,4.222222222222222
A Separate Peace,John Knowles,1966.0,24,"World War, 1939-1945, Fiction, Boys, Death, Friendship, Preparatory school students, Preparatory schools, V Fiction, Schools, New hampshire, fiction, Friendship, fiction, American fiction (fictional works by one author), Fiction, coming of age, Fiction, historical, general, Literary",,,,"eng, und",The New Windmill Series,196.0,Book Society of Canada,"Agincourt, Ontario",11,3.272727272727273
Ghost Story,Jim Butcher,2011.0,5,"New York Times bestseller, nyt:hardcover_fiction=2011-09-03, Wizards, Fiction, Harry Dresden (Fictitious character), FICTION / Fantasy / General, Large type books, Private investigators, Chicago (ill.), fiction, Private investigators, fiction, Fiction, fantasy, paranormal, Fiction, occult & supernatural, nyt:mass-market-paperback=2012-08-26, Fantasy, General, Harry Dresden (Fictional character), Ghost stories",Harry Dresden (Fictitious character),"Chicago (Ill.), Illinois, Chicago",,eng,The Dresden files -- [13],481.0,Orbit,London,34,4.088235294117647
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,2007.0,19,"Race relations, Young adult fiction, Indians of North America, Diaries, Spokane Indians, Juvenile fiction, nyt:paperback_books=2009-09-05, Fiction, Indian reservations, Diary fiction, New York Times bestseller, Teenage fiction, High schools, Class Differences, Comics & Graphic Novels, Rassismus, Sports & Recreation, Zukunftserwartung, Männliche Jugend, Basketball, People & Places, Native American, Native Americans, Emotions & Feelings, Kleinstadt, Alkoholismus, Reservations, Freundschaft, Social Themes, High school, Indianer, Außenseiter, Indianerreservat, Children's fiction, Indians of north america, fiction, Diaries, fiction, Race relations, fiction, Washington (state), fiction, New York Times reviewed, nyt:young-adult-e-book=2016-06-12, collectionID:EanesChallenge, Large type books, collectionID:bannedbooks, Traditional british, English & college success -> english -> fiction",,Washington (State),,"eng, chi",Mu ma wen xue -- 35,272.0,Little Brown and Company,,32,3.6875
Meg,Steve Alten,1997.0,12,"Fiction, Sharks, Carcharocles megalodon, Reality television programs, Deep diving, American Suspense fiction, Sea monsters, Paleontologists, Galleons, Horror tales, Horror fiction, Fiction, general, Fiction, horror, Pacific area, fiction, Sea stories, Megalodontacea",,Pacific Ocean,,eng,,361.0,Bantam Books,New York,9,4.222222222222222
